Scopus ID,Source ID,ISSN(IA),eISSN(IA),ISBN(IA),Title,Creator,Publication Name,Cover Date,Cited by #,Type,Subtype,Article number (IA),Volume(IA),DOI(IA),Affiliation(IA)
85183969172,25349,00489697,18791026,,Vascular plant communities and biocrusts act as controlling factors in mitigating soil erosion on the Great Wall in a semi-humid area of Northwestern China,Liu Y.,Science of the Total Environment,2024-03-25,0,Journal,Article,170515,918,10.1016/j.scitotenv.2024.170515,Northwest Institute of Eco-Environment and Resources-Lanzhou-ChinaxUniversity of Chinese Academy of Sciences-Beijing-China
85183960663,25349,00489697,18791026,,Under-researched and under-reported new findings in microplastic field,Bohdan K.,Science of the Total Environment,2024-03-25,0,Journal,Note,170466,918,10.1016/j.scitotenv.2024.170466,University of the West of England-Bristol-United Kingdom
85182885195,21100781401,10045759,,,Effects of compound sand control measures on soil bacterial community structure and function,Wang A.L.,Acta Prataculturae Sinica,2024-03-24,0,Journal,Article,,33,10.11686/cyxb2023140,Gansu Agricultural University-Lanzhou-China
85186331541,29364,08870624,15205029,,"Emission Characteristics, Environmental Impacts, and Health Risks of Volatile Organic Compounds from Asphalt Materials: A State-of-the-Art Review",Li J.,Energy and Fuels,2024-03-21,0,Journal,Review,,38,10.1021/acs.energyfuels.3c04438,Chongqing Jiaotong University-Chongqing-China
85186099650,21100854624,,24723452,,Geochemical Constraints and Astronomical Forcing on Organic Matter Accumulation of Marine-Continental Transitional Shale Deposits in the Qinshui Basin during the Carboniferous-Permian Transition,Lu C.,ACS Earth and Space Chemistry,2024-03-21,0,Journal,Article,,8,10.1021/acsearthspacechem.3c00372,School of Energy Resources-Beijing-ChinaxSchool of Civil and Environmental Engineering-Singapore City-Singapore
85188858893,19853,02588013,,,Overview of Carbon Measurement and Analysis Methods in Power Systems,Liu Y.,Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,2024-03-20,7,Journal,Article,,44,10.13334/j.0258-8013.pcsee.223452,Tsinghua University-Beijing-China
85188824695,21100446014,,20545703,,Consistent seasonal flexibility of the gut and its regions across wild populations of a winter-quiescent fish,Fernandes T.J.,Royal Society Open Science,2024-03-20,0,Journal,Article,231975,11,10.1098/rsos.231975,University of Toronto-Toronto-Canada
85188652836,21100930159,08678898,23006420,,"ECONOMIC AND ENVIRONMENTAL ANALYSES OF THE CONSTRUCTION OF ON-SITE, LARGE-SCALE PHOTOVOLTAIC FARMS",Zegardło B.,Economics and Environment,2024-03-20,0,Journal,Article,596,88,10.34659/eis.2024.88.1.596,Siedlce University of Natural Sciences and Humanities-Siedlce-Poland
85188595355,21100930159,08678898,23006420,,HEATING AND COOLING DEGREE-DAYS VS CLIMATE CHANGE IN YEARS 1979-2021. EVIDENCE FROM THE EUROPEAN UNION AND NORWAY,Pangsy-Kania S.,Economics and Environment,2024-03-20,0,Journal,Article,619,88,10.34659/eis.2024.88.1.619,Uniwersytet Gdanski-Gdańsk-Poland
85188475899,130037,17264170,17264189,,Oceanographic processes driving low-oxygen conditions inside Patagonian fjords,Linford P.,Biogeosciences,2024-03-20,0,Journal,Article,,21,10.5194/bg-21-1433-2024,Universidad de Los Lagos-Osorno-ChilexUniversidad de Concepcion-Biobio-Chile
85188455715,21100197121,1991959X,19919603,,An overview of the Western United States Dynamically Downscaled Dataset (WUS-D3),Rahimi S.,Geoscientific Model Development,2024-03-20,0,Journal,Article,,17,10.5194/gmd-17-2265-2024,"University of California, Los Angeles-Los Angeles-United States"
85188438067,19900192023,21904979,21904987,,Effects of idealized land cover and land management changes on the atmospheric water cycle,De Hertog S.J.,Earth System Dynamics,2024-03-20,0,Journal,Article,,15,10.5194/esd-15-265-2024,Vrije Universiteit Brussel-Brussels-Belgium
85188433674,21100197121,1991959X,19919603,,Optimising CH<inf>4</inf> simulations from the LPJ-GUESS model v4.1 using an adaptive Markov chain Monte Carlo algorithm,Kallingal J.T.,Geoscientific Model Development,2024-03-20,0,Journal,Article,,17,10.5194/gmd-17-2299-2024,"Institutionen för Naturgeografi och Ekosystemvetenskap, Lunds Universitet-Lund-Sweden"
85188417439,130037,17264170,17264189,,Distinct oxygenation modes of the Gulf of Oman over the past 43 000 years - a multi-proxy approach,Burdanowitz N.,Biogeosciences,2024-03-20,0,Journal,Article,,21,10.5194/bg-21-1477-2024,Universität Hamburg-Hamburg-Germany
85188300210,21100786528,1005264X,,,Analysis of spatial and temporal variation in grassland vegetation cover in the Tianshan Mountains and the driving factors from 2001 to 2020,Chen Y.H.,Chinese Journal of Plant Ecology,2024-03-20,0,Journal,Article,,48,10.17521/cjpe.2023.0155,Xinjiang Normal University-Urumqi-China
85188094841,21101037113,,26663864,,Self-powered carbon-neutral system,Wang W.,Cell Reports Physical Science,2024-03-20,0,Journal,Article,101871,5,10.1016/j.xcrp.2024.101871,Guangxi University-Nanning-ChinaxChinese Academy of Sciences-Beijing-China
85187845287,21100834904,,25424351,,Assessing the potential of decarbonization options for industrial sectors,Gailani A.,Joule,2024-03-20,0,Journal,Review,,8,10.1016/j.joule.2024.01.007,University College London-London-United KingdomxUniversity of Leeds-Leeds-United Kingdom
85187678119,21101083002,16735102,,,Response of Potential Geographic Distribution of Amygdalus mongolica to Climate Change,Xiaohui H.,Bulletin of Botanical Research,2024-03-20,0,Journal,Article,,44,10.7525/j.issn.1673-5102.2024.02.003,Northwest Institute of Eco-Environment and Resources-Lanzhou-ChinaxInner Mongolia University of Science and Technology-Baotou-China
85187641420,21101083002,16735102,,,"Effects of Temperature and Precipitation on Intra-Annual Xylem Growth of Quercus mongolica in Liupan Mountain Nature Reserve, China",Li Q.,Bulletin of Botanical Research,2024-03-20,0,Journal,Article,,44,10.7525/j.issn.1673-5102.2024.02.014,Guangxi University-Nanning-China
85187362603,24672,15287483,15287505,,"Amorphous-to-Crystalline Transition of Ca-Mg-Carbonates as a Function of Composition, Time, and Temperature",Cheng J.,Crystal Growth and Design,2024-03-20,0,Journal,Article,,24,10.1021/acs.cgd.3c01232,University of Alberta-Edmonton-Canada
85187007849,33722,00218561,15205118,,Deciphering Microbial Community and Nitrogen Fixation in the Legume Rhizosphere,Yang Y.,Journal of Agricultural and Food Chemistry,2024-03-20,0,Journal,Article,,72,10.1021/acs.jafc.3c09160,Zhejiang University of Technology-Hangzhou-China
85186881023,25776,10406182,,,"Multi-proxy environmental reconstruction of the Eemian and Early Vistulian – Before, during and after the life of the forest rhino Stephanorhinus kirchbergensis (Jäger, 1839) from Gorzów Wielkopolski (NW Poland)",Hrynowiecka A.,Quaternary International,2024-03-20,1,Journal,Article,,686-687,10.1016/j.quaint.2024.01.015,Polish Geological Institute - National Research Institute-Warsaw-Poland
85185447962,25349,00489697,18791026,,Soil nitrogen availability drives the response of soil microbial biomass to warming,Li S.,Science of the Total Environment,2024-03-20,1,Journal,Article,170505,917,10.1016/j.scitotenv.2024.170505,Anhui Science and Technology University-Bengbu-China
85185201304,25349,00489697,18791026,,Whole transcriptome analysis of demersal fish eggs reveals complex responses to ocean deoxygenation and acidification,Iguchi A.,Science of the Total Environment,2024-03-20,0,Journal,Article,169484,917,10.1016/j.scitotenv.2023.169484,Geological Survey of Japan-Tsukuba-JapanxNational Institute of Advanced Industrial Science and Technology-Tsukuba-Japan
85185195599,25349,00489697,18791026,,Thermal photogrammetry on a permafrost rock wall for the active layer monitoring,Ponti S.,Science of the Total Environment,2024-03-20,0,Journal,Article,170391,917,10.1016/j.scitotenv.2024.170391,Università degli Studi dell'Insubria-Varese-Italy
85185192788,25349,00489697,18791026,,Dry-season length affects the annual ecosystem carbon balance of a temperate semi-arid shrubland,Mu Y.,Science of the Total Environment,2024-03-20,0,Journal,Article,170532,917,10.1016/j.scitotenv.2024.170532,Beijing Forestry University-Beijing-China
85185189902,25349,00489697,18791026,,"Geo-ecological, shoreline dynamic, and flooding impacts of Cyclonic Storm Mocha: A geospatial analysis",Mishra M.,Science of the Total Environment,2024-03-20,0,Journal,Article,170230,917,10.1016/j.scitotenv.2024.170230,Fakir Mohan University-Balasore-India
85185183902,25349,00489697,18791026,,Biochar's dual role in greenhouse gas emissions: Nitrogen fertilization dependency and mitigation potential,Li H.,Science of the Total Environment,2024-03-20,0,Journal,Review,170293,917,10.1016/j.scitotenv.2024.170293,Guangdong Academy of Agricultural Sciences-Guangzhou-ChinaxFoshan University-Foshan-China
85183948257,25349,00489697,18791026,,Aggregating Synechococcus contributes to particle organic carbon export in coastal estuarine waters: Its lineage features and assembly processes,Wang T.,Science of the Total Environment,2024-03-20,0,Journal,Article,170368,917,10.1016/j.scitotenv.2024.170368,"Yantai Institute of Coastal Zone Research, Chinese Academy of Sciences-Yantai-ChinaxUniversity of Chinese Academy of Sciences-Beijing-China"
85183935914,25349,00489697,18791026,,Vegetation canopy structure mediates the response of gross primary production to environmental drivers across multiple temporal scales,Zheng Y.,Science of the Total Environment,2024-03-20,0,Journal,Article,170439,917,10.1016/j.scitotenv.2024.170439,Peking University-Beijing-China
85183920543,25349,00489697,18791026,,Assessment of Evaporative Demand Drought Index for drought analysis in Peninsular Malaysia,Ng C.Y.,Science of the Total Environment,2024-03-20,0,Journal,Article,170249,917,10.1016/j.scitotenv.2024.170249,Universiti Malaya-Kuala Lumpur-Malaysia
85183911057,25349,00489697,18791026,,Climate change enhances stability of wheat-flowering-date,He Y.,Science of the Total Environment,2024-03-20,0,Journal,Article,170305,917,10.1016/j.scitotenv.2024.170305,Chinese Academy of Agricultural Sciences-Beijing-China
85183883655,25349,00489697,18791026,,Pesticide water variability and prioritization: The first steps towards improving water management strategies in irrigation hydro-agriculture areas,Alves-Ferreira J.,Science of the Total Environment,2024-03-20,0,Journal,Article,170304,917,10.1016/j.scitotenv.2024.170304,University of Évora-Evora-PortugalxInstituto Politécnico de Beja-Beja-Portugal
85183861042,25349,00489697,18791026,,"Marine biodegradation of plastic films by Alcanivorax under various ambient temperatures: Bacterial enrichment, morphology alteration, and release of degradation products",Zhang Y.,Science of the Total Environment,2024-03-20,0,Journal,Article,170527,917,10.1016/j.scitotenv.2024.170527,Memorial University of Newfoundland-St John's-Canada
85183582921,25349,00489697,18791026,,Temporal variability of air-water gas exchange of carbon dioxide in clam and fish aquaculture ponds,Weerathunga V.,Science of the Total Environment,2024-03-20,0,Journal,Article,170090,917,10.1016/j.scitotenv.2024.170090,National Sun Yat-Sen University-Kaohsiung-Taiwan
85183578951,25349,00489697,18791026,,Microbial resistance and resilience to drought and rewetting modulate soil N<inf>2</inf>O emissions with different fertilizers,Xu X.,Science of the Total Environment,2024-03-20,0,Journal,Article,170380,917,10.1016/j.scitotenv.2024.170380,Zhejiang University-Hangzhou-ChinaxShandong Normal University-Jinan-China
85164529259,25776,10406182,,,Eemian paleoenvironment based on the freshwater malacofauna and isotope record (Piła site; north-western Poland),Alexandrowicz W.P.,Quaternary International,2024-03-20,1,Journal,Article,,686-687,10.1016/j.quaint.2023.06.004,AGH University of Krakow-Krakow-Poland
85160647723,25776,10406182,,,Matuyama/Brunhes magnetic reversal recorded in flowstone from the Račiška pečina Cave (Slovenia),Pawlak J.,Quaternary International,2024-03-20,1,Journal,Article,,686-687,10.1016/j.quaint.2023.05.002,Instytut Nauk Geologicznych Polskiej Akademii Nauk-Warsaw-Poland
85154557954,25776,10406182,,,"Multiphase cryogenesis and incipient paleosol development during MIS 2 in North-Western Siberia: Detailed chronostratigraphy, paleoenvironmental significance, and comparison with the global and European records",Sheinkman V.,Quaternary International,2024-03-20,1,Journal,Article,,686-687,10.1016/j.quaint.2023.04.011,Institute of the Earth Cryosphere of the Siberian Branch of the RAS-Tyumen-Russian Federation
85188541723,21100381612,,11334762,,"Spatial analysis of the exposure to flooding of educational centers in Orihuela, Alicante (Spain)",Zaragoza-Sáez Á.,Ciudad y Territorio Estudios Territoriales,2024-03-19,0,Journal,Article,,56,10.37230/CyTET.2024.219.8,Universitat d'Alacant-Alicante-Spain
85188456153,21100197156,18671381,18678548,,Verification of parameterizations for clear sky downwelling longwave irradiance in the Arctic,Pace G.,Atmospheric Measurement Techniques,2024-03-19,0,Journal,Article,,17,10.5194/amt-17-1617-2024,"Ente Per Le Nuove Tecnologie, l'Energia e l'Ambiente-Rome-Italy"
85188258194,21100197121,1991959X,19919603,,CloudbandPy 1.0: An automated algorithm for the detection of tropical-extratropical cloud bands,Pilon R.,Geoscientific Model Development,2024-03-19,0,Journal,Article,,17,10.5194/gmd-17-2247-2024,Université de Lausanne (UNIL)-Lausanne-Switzerland
85187758967,21121,,10916490,,Sea-surface temperature pattern effects have slowed global warming and biased warming-based constraints on climate sensitivity,Armour K.C.,Proceedings of the National Academy of Sciences of the United States of America,2024-03-19,0,Journal,Article,,121,10.1073/pnas.2312093121,University of Washington-Seattle-United StatesxUniversity of Washington School of Oceanography-Seattle-United States
85187346997,21537,0013936X,15205851,,Fate and Transport of Mercury through Waterflows in a Tropical Rainforest,Yuan W.,Environmental Science and Technology,2024-03-19,0,Journal,Article,,58,10.1021/acs.est.3c09265,Institute of Geochemistry Chinese Academy of Sciences-Guiyang-China
85187175763,21537,0013936X,15205851,,Using Knowledge-Guided Machine Learning To Assess Patterns of Areal Change in Waterbodies across the Contiguous United States,Wander H.L.,Environmental Science and Technology,2024-03-19,0,Journal,Article,,58,10.1021/acs.est.3c05784,Virginia Polytechnic Institute and State University-Blacksburg-United States
